"","AGE","WORKCLASS","FNLWGT","EDUCATION","EDUCATIONNUM","MARITALSTATUS","OCCUPATION","RELATIONSHIP","RACE","SEX","CAPITALGAIN","CAPITALLOSS","HOURSPERWEEK","NATIVECOUNTRY","ABOVE50K"
"2768",41," Private",443508," Bachelors",13," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,48," Canada",1
"2775",55," Private",144071," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,18," United-States",1
"2784",43," Federal-gov",186916," Masters",14," Divorced"," Protective-serv"," Not-in-family"," White"," Male",0,0,60," United-States",1
"2830",36," Private",107302," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States",1
"2841",44," Private",75227," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",14084,0,40," United-States",1
"2844",41," Local-gov",344624," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,1485,40," United-States",1
"2845",37," Self-emp-inc",186359," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",7688,0,60," United-States",1
"2860",40," Self-emp-not-inc",335549," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,2444,45," United-States",1
"2884",45," Private",270842," Masters",14," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,50," United-States",1
"2895",48," Private",186172," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",1
"2897",46," Private",271828," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",1
"2901",47," Private",573583," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,48," Italy",1
"2902",67," Self-emp-inc",106175," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,2392,75," United-States",1
"2951",27," Private",169662," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,42," United-States",1
"2972",36," Private",131239," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",3103,0,45," United-States",1
"2974",36," Private",187046," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
"2981",37," Private",98941," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",1
"3012",37," Private",271767," Masters",14," Separated"," Exec-managerial"," Not-in-family"," White"," Male",0,0,45," United-States",1
"3013",42," Private",194636," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",1
"3014",64," State-gov",194894," Doctorate",16," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",4787,0,40," United-States",1
"3028",42," Self-emp-inc",187702," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,2415,60," United-States",1
"3036",61," Private",208919," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",1
"3041",50," Local-gov",125417," Prof-school",15," Never-married"," Exec-managerial"," Not-in-family"," Black"," Female",0,0,52," United-States",1
"3053",30," Private",107793," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,56," United-States",1
"3135",48," Federal-gov",326048," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,44," United-States",1
"3154",56," Federal-gov",130454," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
"3165",41," Private",173938," Prof-school",15," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,50," ?",1
"3168",38," Private",242720," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States",1
"3169",31," Private",111567," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,70," United-States",1
"3186",35," Private",191502," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",1
"3207",45," Local-gov",160472," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,50," United-States",1
"3218",59," Private",160631," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States",1
"3219",36," Private",224531," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
"3225",57," Self-emp-not-inc",225334," Prof-school",15," Married-civ-spouse"," Sales"," Wife"," White"," Female",15024,0,35," United-States",1
"3226",42," Self-emp-not-inc",157562," Bachelors",13," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,1902,80," United-States",1
"3250",38," Private",278924," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1887,50," United-States",1
"3253",46," Local-gov",144531," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",1
"3255",49," Self-emp-not-inc",211762," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
"3257",44," Private",180985," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," ?",1
"3282",31," Local-gov",446358," Doctorate",16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," Mexico",1
"3298",76," ?",28221," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," Canada",1
"3322",37," Private",189922," Assoc-acdm",12," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,50," United-States",1
"3329",45," Private",247869," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States",1
"3334",41," Private",231689," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
"3354",49," Private",186172," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7688,0,45," United-States",1
"3383",46," Self-emp-not-inc",57452," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
"3388",51," ?",163998," HS-grad",9," Married-spouse-absent"," ?"," Not-in-family"," White"," Male",0,0,20," United-States",1
"3390",51," Private",293196," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,60," Iran",1
"3391",45," Private",214627," Doctorate",16," Widowed"," Prof-specialty"," Unmarried"," White"," Male",15020,0,40," Iran",1
"3396",61," Self-emp-inc",156542," Prof-school",15," Separated"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",1
"3408",52," Private",117674," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"3439",53," Private",154785," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",1
"3443",46," Private",207940," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,40," United-States",1
"3461",38," Private",364782," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
"3524",52," Private",338816," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,45," United-States",1
"3537",49," State-gov",183710," Doctorate",16," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
"3553",56," Private",192869," Masters",14," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1977,44," United-States",1
"3569",38," Private",283122," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",1
"3581",63," Private",106023," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
"3585",27," Private",36440," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,65," United-States",1
"3603",72," Self-emp-not-inc",52138," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,2392,25," United-States",1
"3613",52," Federal-gov",617021," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," Black"," Male",7688,0,40," United-States",1
"3640",39," Private",218490," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1848,40," United-States",1
"3652",34," Private",30497," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,60," United-States",1
"3655",44," Private",59474," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",1
"3656",42," Private",378384," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1902,60," United-States",1
"3658",33," Private",274222," Bachelors",13," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",7688,0,38," United-States",1
"3666",31," Self-emp-not-inc",181485," Bachelors",13," Never-married"," Sales"," Not-in-family"," Black"," Male",0,0,40," United-States",1
"3674",39," Private",183898," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7688,0,60," Germany",1
"3678",53," Local-gov",181755," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,35," United-States",1
"3701",53," Private",123429," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States",1
"3708",41," Private",113555," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," Amer-Indian-Eskimo"," Male",7298,0,50," United-States",1
"3725",38," Private",234901," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,60," United-States",1
"3728",30," Private",97757," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,36," United-States",1
"3733",32," Private",107843," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",5178,0,50," United-States",1
"3764",24," Private",23438," Assoc-voc",11," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,30," United-States",1
"3787",33," Self-emp-inc",117963," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1887,60," United-States",1
"3807",32," Federal-gov",111567," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
"3810",25," Private",197871," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,44," United-States",1
"3849",28," Private",282398," Some-college",10," Separated"," Tech-support"," Unmarried"," White"," Male",0,0,40," United-States",1
"3861",43," Private",293305," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1887,40," United-States",1
"3865",50," State-gov",229272," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,40," United-States",1
"3867",54," Private",22743," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",15024,0,60," United-States",1
"3868",68," Private",76371," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,45," United-States",1
"3901",53," Private",104501," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,55," United-States",1
"3928",53," Private",201127," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,48," United-States",1
"3953",30," Private",173005," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,50," United-States",1
"3959",42," Private",310632," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,40," United-States",1
"3984",64," State-gov",550848," 10th",6," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"4036",34," Self-emp-not-inc",320194," Prof-school",15," Separated"," Prof-specialty"," Unmarried"," White"," Male",0,0,48," United-States",1
"4043",39," Private",99065," Bachelors",13," Married-civ-spouse"," Handlers-cleaners"," Wife"," White"," Female",0,0,40," Poland",1
"4054",27," Private",228472," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States",1
"4061",40," Private",510072," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States",1
"4088",36," Private",347491," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
"4116",34," Private",275438," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",5178,0,40," United-States",1
"4155",33," Private",144064," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States",1
"4209",47," Local-gov",154940," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," United-States",1
"4216",53," ?",158352," Masters",14," Never-married"," ?"," Not-in-family"," White"," Female",8614,0,35," United-States",1
"4223",41," Private",125461," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",1
"4265",49," Private",204629," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"4313",35," Private",278403," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,80," United-States",1
"4323",35," Private",202027," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",27828,0,50," United-States",1
"4330",63," Private",149756," Assoc-acdm",12," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",1
"4342",36," Private",172538," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,52," United-States",1
"4352",33," Private",184901," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",1
"4355",53," Federal-gov",199720," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,60," Germany",1
"4360",22," Private",195532," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",8614,0,40," United-States",1
"4369",27," Private",146764," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," United-States",1
"4375",31," Self-emp-not-inc",348038," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1902,50," Puerto-Rico",1
"4390",32," Self-emp-inc",46807," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",99999,0,40," United-States",1
"4434",52," State-gov",149650," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," Iran",1
"4438",56," ?",132930," Masters",14," Never-married"," ?"," Not-in-family"," White"," Female",0,0,50," United-States",1
